"Var","variable","value","id","League"
"Goals","Home","0",433719,"La Liga"
"Goals","Away","1",433719,"La Liga"
"Posession","Home","49%",433706,"La Liga"
"Posession","Away","51%",433706,"La Liga"
"Shots","Home","14",433706,"La Liga"
"Shots","Away","7",433706,"La Liga"
"Goals","Home","1",433706,"La Liga"
"Goals","Away","1",433706,"La Liga"
"Posession","Home","70%",433690,"La Liga"
"Posession","Away","30%",433690,"La Liga"
"Shots","Home","16",433690,"La Liga"
"Shots","Away","6",433690,"La Liga"
"Goals","Home","6",433690,"La Liga"
"Goals","Away","0",433690,"La Liga"
"Posession","Home","53%",433661,"La Liga"
"Posession","Away","47%",433661,"La Liga"
"Shots","Home","13",433661,"La Liga"
"Shots","Away","17",433661,"La Liga"
"Goals","Home","2",433661,"La Liga"
"Goals","Away","0",433661,"La Liga"
"Posession","Home","37%",433652,"La Liga"
"Posession","Away","63%",433652,"La Liga"
"Shots","Home","12",433652,"La Liga"
"Shots","Away","21",433652,"La Liga"
"Goals","Home","1",433652,"La Liga"
"Goals","Away","5",433652,"La Liga"
"Posession","Home","60%",433641,"La Liga"
"Posession","Away","40%",433641,"La Liga"
"Shots","Home","14",433641,"La Liga"
"Shots","Away","7",433641,"La Liga"
"Goals","Home","1",433641,"La Liga"
"Goals","Away","2",433641,"La Liga"
"Posession","Home","60%",433600,"La Liga"
"Posession","Away","40%",433600,"La Liga"
"Shots","Home","7",433600,"La Liga"
"Shots","Away","14",433600,"La Liga"
"Goals","Home","2",433600,"La Liga"
"Goals","Away","1",433600,"La Liga"
"Posession","Home","30%",324000,"La Liga"
"Posession","Away","70%",324000,"La Liga"
"Shots","Home","11",324000,"La Liga"
"Shots","Away","14",324000,"La Liga"
"Goals","Home","1",324000,"La Liga"
"Goals","Away","0",324000,"La Liga"
"Posession","Home","43%",323977,"La Liga"
"Posession","Away","57%",323977,"La Liga"
"Shots","Home","12",323977,"La Liga"
"Shots","Away","19",323977,"La Liga"
"Goals","Home","3",323977,"La Liga"
"Goals","Away","1",323977,"La Liga"
"Posession","Home","70%",323970,"La Liga"
"Posession","Away","30%",323970,"La Liga"
"Shots","Home","20",323970,"La Liga"
"Shots","Away","8",323970,"La Liga"
"Goals","Home","0",323970,"La Liga"
"Goals","Away","1",323970,"La Liga"
"Posession","Home","43%",323959,"La Liga"
"Posession","Away","57%",323959,"La Liga"
"Shots","Home","14",323959,"La Liga"
"Shots","Away","7",323959,"La Liga"
"Goals","Home","3",323959,"La Liga"
"Goals","Away","0",323959,"La Liga"
"Posession","Home","62%",323952,"La Liga"
"Posession","Away","38%",323952,"La Liga"
"Shots","Home","15",323952,"La Liga"
"Shots","Away","9",323952,"La Liga"
"Goals","Home","0",323952,"La Liga"
"Goals","Away","3",323952,"La Liga"
"Posession","Home","46%",323945,"La Liga"
"Posession","Away","54%",323945,"La Liga"
"Shots","Home","10",323945,"La Liga"
"Shots","Away","19",323945,"La Liga"
"Goals","Home","3",323945,"La Liga"
"Goals","Away","2",323945,"La Liga"
"Posession","Home","46%",323934,"La Liga"
"Posession","Away","54%",323934,"La Liga"
"Shots","Home","13",323934,"La Liga"
"Shots","Away","15",323934,"La Liga"
"Goals","Home","2",323934,"La Liga"
"Goals","Away","0",323934,"La Liga"
"Posession","Home","46%",323929,"La Liga"
"Posession","Away","54%",323929,"La Liga"
"Shots","Home","12",323929,"La Liga"
"Shots","Away","8",323929,"La Liga"
"Goals","Home","0",323929,"La Liga"
"Goals","Away","2",323929,"La Liga"
"Posession","Home","61%",323916,"La Liga"
"Posession","Away","39%",323916,"La Liga"
"Shots","Home","26",323916,"La Liga"
"Shots","Away","9",323916,"La Liga"
"Goals","Home","3",323916,"La Liga"
"Goals","Away","2",323916,"La Liga"
"Posession","Home","51%",323910,"La Liga"
"Posession","Away","49%",323910,"La Liga"
"Shots","Home","10",323910,"La Liga"
"Shots","Away","17",323910,"La Liga"
"Goals","Home","4",323910,"La Liga"
"Goals","Away","0",323910,"La Liga"
"Posession","Home","73%",323898,"La Liga"
"Posession","Away","27%",323898,"La Liga"
"Shots","Home","18",323898,"La Liga"
"Shots","Away","6",323898,"La Liga"
"Goals","Home","5",323898,"La Liga"
"Goals","Away","0",323898,"La Liga"
"Posession","Home","36%",323892,"La Liga"
"Posession","Away","64%",323892,"La Liga"
"Shots","Home","7",323892,"La Liga"
"Shots","Away","15",323892,"La Liga"
"Goals","Home","1",323892,"La Liga"
"Goals","Away","0",323892,"La Liga"
"Posession","Home","57%",323861,"La Liga"
"Posession","Away","43%",323861,"La Liga"
"Shots","Home","17",323861,"La Liga"
"Shots","Away","16",323861,"La Liga"
"Goals","Home","3",323861,"La Liga"
"Goals","Away","0",323861,"La Liga"
"Posession","Home","79%",323827,"La Liga"
"Posession","Away","21%",323827,"La Liga"
"Shots","Home","26",323827,"La Liga"
"Shots","Away","5",323827,"La Liga"
"Goals","Home","4",323827,"La Liga"
"Goals","Away","2",323827,"La Liga"
"Posession","Home","74%",323808,"La Liga"
"Posession","Away","26%",323808,"La Liga"
"Shots","Home","10",323808,"La Liga"
"Shots","Away","5",323808,"La Liga"
"Goals","Home","1",323808,"La Liga"
"Goals","Away","2",323808,"La Liga"
"Posession","Home","31%",323801,"La Liga"
"Posession","Away","69%",323801,"La Liga"
"Shots","Home","7",323801,"La Liga"
"Shots","Away","16",323801,"La Liga"
"Goals","Home","3",323801,"La Liga"
"Goals","Away","1",323801,"La Liga"
"Posession","Home","64%",323790,"La Liga"
"Posession","Away","36%",323790,"La Liga"
"Shots","Home","24",323790,"La Liga"
"Shots","Away","10",323790,"La Liga"
"Goals","Home","1",323790,"La Liga"
"Goals","Away","0",323790,"La Liga"
"Posession","Home","48%",323786,"La Liga"
"Posession","Away","52%",323786,"La Liga"
"Shots","Home","11",323786,"La Liga"
"Shots","Away","6",323786,"La Liga"
"Goals","Home","1",323786,"La Liga"
"Goals","Away","0",323786,"La Liga"
"Posession","Home","66%",323772,"La Liga"
"Posession","Away","34%",323772,"La Liga"
"Shots","Home","9",323772,"La Liga"
"Shots","Away","10",323772,"La Liga"
"Goals","Home","1",323772,"La Liga"
"Goals","Away","3",323772,"La Liga"
"Posession","Home","54%",323763,"La Liga"
"Posession","Away","46%",323763,"La Liga"
"Shots","Home","18",323763,"La Liga"
"Shots","Away","13",323763,"La Liga"
"Goals","Home","0",323763,"La Liga"
"Goals","Away","2",323763,"La Liga"
"Posession","Home","69%",323754,"La Liga"
"Posession","Away","31%",323754,"La Liga"
"Shots","Home","12",323754,"La Liga"
"Shots","Away","9",323754,"La Liga"
"Goals","Home","1",323754,"La Liga"
"Goals","Away","1",323754,"La Liga"
"Posession","Home","34%",323742,"La Liga"
"Posession","Away","66%",323742,"La Liga"
"Shots","Home","8",323742,"La Liga"
"Shots","Away","18",323742,"La Liga"
"Goals","Home","2",323742,"La Liga"
"Goals","Away","0",323742,"La Liga"
"Posession","Home","58%",323735,"La Liga"
"Posession","Away","42%",323735,"La Liga"
"Shots","Home","24",323735,"La Liga"
"Shots","Away","11",323735,"La Liga"
"Goals","Home","3",323735,"La Liga"
"Goals","Away","2",323735,"La Liga"
"Posession","Home","26%",323725,"La Liga"
"Posession","Away","74%",323725,"La Liga"
"Shots","Home","5",323725,"La Liga"
"Shots","Away","17",323725,"La Liga"
"Goals","Home","1",323725,"La Liga"
"Goals","Away","2",323725,"La Liga"
"Posession","Home","66%",323717,"La Liga"
"Posession","Away","34%",323717,"La Liga"
"Shots","Home","22",323717,"La Liga"
"Shots","Away","7",323717,"La Liga"
"Goals","Home","1",323717,"La Liga"
"Goals","Away","1",323717,"La Liga"
"Posession","Home","46%",327690,"La Liga"
"Posession","Away","54%",327690,"La Liga"
"Shots","Home","9",327690,"La Liga"
"Shots","Away","9",327690,"La Liga"
"Goals","Home","3",327690,"La Liga"
"Goals","Away","1",327690,"La Liga"
"Posession","Home","30%",323688,"La Liga"
"Posession","Away","70%",323688,"La Liga"
"Shots","Home","12",323688,"La Liga"
"Shots","Away","9",323688,"La Liga"
"Goals","Home","3",323688,"La Liga"
"Goals","Away","0",323688,"La Liga"
"Posession","Home","42%",348479,"La Liga"
"Posession","Away","58%",348479,"La Liga"
"Shots","Home","11",348479,"La Liga"
"Shots","Away","9",348479,"La Liga"
"Goals","Home","3",348479,"La Liga"
"Goals","Away","2",348479,"La Liga"
"Posession","Home","64%",348473,"La Liga"
"Posession","Away","36%",348473,"La Liga"
"Shots","Home","12",348473,"La Liga"
"Shots","Away","5",348473,"La Liga"
"Goals","Home","3",348473,"La Liga"
"Goals","Away","1",348473,"La Liga"
"Posession","Home","40%",348466,"La Liga"
"Posession","Away","60%",348466,"La Liga"
"Shots","Home","16",348466,"La Liga"
"Shots","Away","17",348466,"La Liga"
"Goals","Home","2",348466,"La Liga"
"Goals","Away","1",348466,"La Liga"
"Posession","Home","60%",348456,"La Liga"
"Posession","Away","40%",348456,"La Liga"
"Shots","Home","16",348456,"La Liga"
"Shots","Away","8",348456,"La Liga"
"Goals","Home","4",348456,"La Liga"
"Goals","Away","0",348456,"La Liga"
"Posession","Home","29%",348450,"La Liga"
"Posession","Away","71%",348450,"La Liga"
"Shots","Home","15",348450,"La Liga"
"Shots","Away","12",348450,"La Liga"
"Goals","Home","1",348450,"La Liga"
"Goals","Away","0",348450,"La Liga"
"Posession","Home","40%",348427,"La Liga"
"Posession","Away","60%",348427,"La Liga"
"Shots","Home","11",348427,"La Liga"
"Shots","Away","10",348427,"La Liga"
"Goals","Home","3",348427,"La Liga"
"Goals","Away","1",348427,"La Liga"
"Posession","Home","69%",348419,"La Liga"
"Posession","Away","31%",348419,"La Liga"
"Shots","Home","20",348419,"La Liga"
"Shots","Away","3",348419,"La Liga"
"Goals","Home","0",348419,"La Liga"
"Goals","Away","0",348419,"La Liga"
"Posession","Home","47%",348412,"La Liga"
"Posession","Away","53%",348412,"La Liga"
"Shots","Home","11",348412,"La Liga"
"Shots","Away","19",348412,"La Liga"
"Goals","Home","1",348412,"La Liga"
"Goals","Away","2",348412,"La Liga"
"Posession","Home","69%",348400,"La Liga"
"Posession","Away","31%",348400,"La Liga"
"Shots","Home","25",348400,"La Liga"
"Shots","Away","12",348400,"La Liga"
"Goals","Home","0",348400,"La Liga"
"Goals","Away","2",348400,"La Liga"
"Posession","Home","18%",348388,"La Liga"
"Posession","Away","82%",348388,"La Liga"
"Shots","Home","11",348388,"La Liga"
"Shots","Away","13",348388,"La Liga"
"Goals","Home","0",348388,"La Liga"
"Goals","Away","4",348388,"La Liga"
"Posession","Home","64%",348382,"La Liga"
"Posession","Away","36%",348382,"La Liga"
"Shots","Home","18",348382,"La Liga"
"Shots","Away","8",348382,"La Liga"
"Goals","Home","1",348382,"La Liga"
"Goals","Away","1",348382,"La Liga"
"Posession","Home","37%",348343,"La Liga"
"Posession","Away","63%",348343,"La Liga"
"Shots","Home","11",348343,"La Liga"
"Shots","Away","11",348343,"La Liga"
"Goals","Home","3",348343,"La Liga"
"Goals","Away","1",348343,"La Liga"
"Posession","Home","53%",348338,"La Liga"
"Posession","Away","47%",348338,"La Liga"
"Shots","Home","13",348338,"La Liga"
"Shots","Away","9",348338,"La Liga"
"Goals","Home","2",348338,"La Liga"
"Goals","Away","0",348338,"La Liga"
"Posession","Home","55%",348329,"La Liga"
"Posession","Away","45%",348329,"La Liga"
"Shots","Home","13",348329,"La Liga"
"Shots","Away","10",348329,"La Liga"
"Goals","Home","2",348329,"La Liga"
"Goals","Away","0",348329,"La Liga"
"Posession","Home","58%",348310,"La Liga"
"Posession","Away","42%",348310,"La Liga"
"Shots","Home","13",348310,"La Liga"
"Shots","Away","12",348310,"La Liga"
"Goals","Home","3",348310,"La Liga"
"Goals","Away","2",348310,"La Liga"
"Posession","Home","43%",348302,"La Liga"
"Posession","Away","57%",348302,"La Liga"
"Shots","Home","12",348302,"La Liga"
"Shots","Away","8",348302,"La Liga"
"Goals","Home","1",348302,"La Liga"
"Goals","Away","2",348302,"La Liga"
"Posession","Home","68%",348293,"La Liga"
"Posession","Away","32%",348293,"La Liga"
"Shots","Home","17",348293,"La Liga"
"Shots","Away","8",348293,"La Liga"
"Goals","Home","1",348293,"La Liga"
"Goals","Away","1",348293,"La Liga"
"Posession","Home","67%",348275,"La Liga"
"Posession","Away","33%",348275,"La Liga"
"Shots","Home","19",348275,"La Liga"
"Shots","Away","8",348275,"La Liga"
"Goals","Home","2",348275,"La Liga"
"Goals","Away","2",348275,"La Liga"
"Posession","Home","64%",348257,"La Liga"
"Posession","Away","36%",348257,"La Liga"
"Shots","Home","14",348257,"La Liga"
"Shots","Away","7",348257,"La Liga"
"Goals","Home","1",348257,"La Liga"
"Goals","Away","1",348257,"La Liga"
"Posession","Home","33%",348251,"La Liga"
"Posession","Away","67%",348251,"La Liga"
"Shots","Home","17",348251,"La Liga"
"Shots","Away","25",348251,"La Liga"
"Goals","Home","1",348251,"La Liga"
"Goals","Away","0",348251,"La Liga"
"Posession","Home","74%",348238,"La Liga"
"Posession","Away","26%",348238,"La Liga"
"Shots","Home","37",348238,"La Liga"
"Shots","Away","11",348238,"La Liga"
"Goals","Home","5",348238,"La Liga"
"Goals","Away","1",348238,"La Liga"
"Posession","Home","44%",348228,"La Liga"
"Posession","Away","56%",348228,"La Liga"
"Shots","Home","23",348228,"La Liga"
"Shots","Away","18",348228,"La Liga"
"Goals","Home","0",348228,"La Liga"
"Goals","Away","4",348228,"La Liga"
"Posession","Home","80%",348220,"La Liga"
"Posession","Away","20%",348220,"La Liga"
"Shots","Home","18",348220,"La Liga"
"Shots","Away","4",348220,"La Liga"
"Goals","Home","1",348220,"La Liga"
"Goals","Away","0",348220,"La Liga"
"Posession","Home","46%",348209,"La Liga"
"Posession","Away","54%",348209,"La Liga"
"Shots","Home","11",348209,"La Liga"
"Shots","Away","9",348209,"La Liga"
"Goals","Home","0",348209,"La Liga"
"Goals","Away","1",348209,"La Liga"
"Posession","Home","69%",348175,"La Liga"
"Posession","Away","31%",348175,"La Liga"
"Shots","Home","12",348175,"La Liga"
"Shots","Away","13",348175,"La Liga"
"Goals","Home","0",348175,"La Liga"
"Goals","Away","1",348175,"La Liga"
"Posession","Home","43%",348169,"La Liga"
"Posession","Away","57%",348169,"La Liga"
"Shots","Home","13",348169,"La Liga"
"Shots","Away","9",348169,"La Liga"
"Goals","Home","1",348169,"La Liga"
"Goals","Away","1",348169,"La Liga"
"Posession","Home","78%",373213,"La Liga"
"Posession","Away","22%",373213,"La Liga"
"Shots","Home","22",373213,"La Liga"
"Shots","Away","4",373213,"La Liga"
"Goals","Home","7",373213,"La Liga"
"Goals","Away","0",373213,"La Liga"
"Posession","Home","42%",373205,"La Liga"
"Posession","Away","58%",373205,"La Liga"
"Shots","Home","8",373205,"La Liga"
"Shots","Away","18",373205,"La Liga"
"Goals","Home","0",373205,"La Liga"
"Goals","Away","0",373205,"La Liga"
"Posession","Home","39%",373183,"La Liga"
"Posession","Away","61%",373183,"La Liga"
"Shots","Home","13",373183,"La Liga"
"Shots","Away","13",373183,"La Liga"
"Goals","Home","0",373183,"La Liga"
"Goals","Away","0",373183,"La Liga"
"Posession","Home","69%",373152,"La Liga"
"Posession","Away","31%",373152,"La Liga"
"Shots","Home","20",373152,"La Liga"
"Shots","Away","15",373152,"La Liga"
"Goals","Home","0",373152,"La Liga"
"Goals","Away","1",373152,"La Liga"
"Posession","Home","31%",373143,"La Liga"
"Posession","Away","69%",373143,"La Liga"
"Shots","Home","13",373143,"La Liga"
"Shots","Away","27",373143,"La Liga"
"Goals","Home","2",373143,"La Liga"
"Goals","Away","3",373143,"La Liga"
"Posession","Home","75%",373131,"La Liga"
"Posession","Away","25%",373131,"La Liga"
"Shots","Home","15",373131,"La Liga"
"Shots","Away","6",373131,"La Liga"
"Goals","Home","0",373131,"La Liga"
"Goals","Away","1",373131,"La Liga"
"Posession","Home","36%",373120,"La Liga"
"Posession","Away","64%",373120,"La Liga"
"Shots","Home","6",373120,"La Liga"
"Shots","Away","20",373120,"La Liga"
"Goals","Home","3",373120,"La Liga"
"Goals","Away","0",373120,"La Liga"
"Posession","Home","54%",373112,"La Liga"
"Posession","Away","46%",373112,"La Liga"
"Shots","Home","15",373112,"La Liga"
"Shots","Away","17",373112,"La Liga"
"Goals","Home","0",373112,"La Liga"
"Goals","Away","0",373112,"La Liga"
"Posession","Home","35%",373100,"La Liga"
"Posession","Away","65%",373100,"La Liga"
"Shots","Home","13",373100,"La Liga"
"Shots","Away","15",373100,"La Liga"
"Goals","Home","0",373100,"La Liga"
"Goals","Away","1",373100,"La Liga"
"Posession","Home","62%",373091,"La Liga"
"Posession","Away","38%",373091,"La Liga"
"Shots","Home","21",373091,"La Liga"
"Shots","Away","7",373091,"La Liga"
"Goals","Home","2",373091,"La Liga"
"Goals","Away","1",373091,"La Liga"
"Posession","Home","38%",373086,"La Liga"
"Posession","Away","62%",373086,"La Liga"
"Shots","Home","5",373086,"La Liga"
"Shots","Away","24",373086,"La Liga"
"Goals","Home","0",373086,"La Liga"
"Goals","Away","3",373086,"La Liga"
"Posession","Home","67%",373049,"La Liga"
"Posession","Away","33%",373049,"La Liga"
"Shots","Home","16",373049,"La Liga"
"Shots","Away","8",373049,"La Liga"
"Goals","Home","3",373049,"La Liga"
"Goals","Away","2",373049,"La Liga"
"Posession","Home","70%",373044,"La Liga"
"Posession","Away","30%",373044,"La Liga"
"Shots","Home","17",373044,"La Liga"
"Shots","Away","7",373044,"La Liga"
"Goals","Home","2",373044,"La Liga"
"Goals","Away","0",373044,"La Liga"
"Posession","Home","32%",373029,"La Liga"
"Posession","Away","68%",373029,"La Liga"
"Shots","Home","8",373029,"La Liga"
"Shots","Away","21",373029,"La Liga"
"Goals","Home","1",373029,"La Liga"
"Goals","Away","0",373029,"La Liga"
"Posession","Home","26%",373018,"La Liga"
"Posession","Away","74%",373018,"La Liga"
"Shots","Home","7",373018,"La Liga"
"Shots","Away","17",373018,"La Liga"
"Goals","Home","1",373018,"La Liga"
"Goals","Away","1",373018,"La Liga"
"Posession","Home","72%",373013,"La Liga"
"Posession","Away","28%",373013,"La Liga"
"Shots","Home","28",373013,"La Liga"
"Shots","Away","6",373013,"La Liga"
"Goals","Home","2",373013,"La Liga"
"Goals","Away","3",373013,"La Liga"
"Posession","Home","36%",372961,"La Liga"
"Posession","Away","64%",372961,"La Liga"
"Shots","Home","7",372961,"La Liga"
"Shots","Away","15",372961,"La Liga"
"Goals","Home","2",372961,"La Liga"
"Goals","Away","0",372961,"La Liga"
"Posession","Home","71%",372952,"La Liga"
"Posession","Away","29%",372952,"La Liga"
"Shots","Home","25",372952,"La Liga"
"Shots","Away","6",372952,"La Liga"
"Goals","Home","3",372952,"La Liga"
"Goals","Away","0",372952,"La Liga"
"Posession","Home","48%",372939,"La Liga"
"Posession","Away","52%",372939,"La Liga"
"Shots","Home","18",372939,"La Liga"
"Shots","Away","26",372939,"La Liga"
"Goals","Home","0",372939,"La Liga"
"Goals","Away","1",372939,"La Liga"
"Posession","Home","61%",372931,"La Liga"
"Posession","Away","39%",372931,"La Liga"
"Shots","Home","12",372931,"La Liga"
"Shots","Away","6",372931,"La Liga"
"Goals","Home","0",372931,"La Liga"
"Goals","Away","0",372931,"La Liga"
"Posession","Home","49%",372922,"La Liga"
"Posession","Away","51%",372922,"La Liga"
"Shots","Home","9",372922,"La Liga"
"Shots","Away","10",372922,"La Liga"
"Goals","Home","1",372922,"La Liga"
"Goals","Away","3",372922,"La Liga"
"Posession","Home","69%",372912,"La Liga"
"Posession","Away","31%",372912,"La Liga"
"Shots","Home","8",372912,"La Liga"
"Shots","Away","15",372912,"La Liga"
"Goals","Home","0",372912,"La Liga"
"Goals","Away","2",372912,"La Liga"
"Posession","Home","45%",372897,"La Liga"
"Posession","Away","55%",372897,"La Liga"
"Shots","Home","11",372897,"La Liga"
"Shots","Away","13",372897,"La Liga"
"Goals","Home","1",372897,"La Liga"
"Goals","Away","2",372897,"La Liga"
"Posession","Home","67%",372891,"La Liga"
"Posession","Away","33%",372891,"La Liga"
"Shots","Home","12",372891,"La Liga"
"Shots","Away","7",372891,"La Liga"
"Goals","Home","1",372891,"La Liga"
"Goals","Away","0",372891,"La Liga"
"Posession","Home","37%",372858,"La Liga"
"Posession","Away","63%",372858,"La Liga"
"Shots","Home","7",372858,"La Liga"
"Shots","Away","23",372858,"La Liga"
"Goals","Home","2",372858,"La Liga"
"Goals","Away","0",372858,"La Liga"
"Posession","Home","42%",372856,"La Liga"
"Posession","Away","58%",372856,"La Liga"
"Shots","Home","12",372856,"La Liga"
"Shots","Away","19",372856,"La Liga"
"Goals","Home","2",372856,"La Liga"
"Goals","Away","0",372856,"La Liga"
"Posession","Home","60%",372844,"La Liga"
"Posession","Away","40%",372844,"La Liga"
"Shots","Home","25",372844,"La Liga"
"Shots","Away","2",372844,"La Liga"
"Goals","Home","1",372844,"La Liga"
"Goals","Away","0",372844,"La Liga"
"Posession","Home","58%",402614,"La Liga"
"Posession","Away","42%",402614,"La Liga"
"Shots","Home","10",402614,"La Liga"
"Shots","Away","10",402614,"La Liga"
"Goals","Home","3",402614,"La Liga"
"Goals","Away","0",402614,"La Liga"
"Posession","Home","59%",402606,"La Liga"
"Posession","Away","41%",402606,"La Liga"
"Shots","Home","18",402606,"La Liga"
"Shots","Away","10",402606,"La Liga"
"Goals","Home","0",402606,"La Liga"
"Goals","Away","0",402606,"La Liga"
"Posession","Home","25%",402590,"La Liga"
"Posession","Away","75%",402590,"La Liga"
"Shots","Home","9",402590,"La Liga"
"Shots","Away","17",402590,"La Liga"
"Goals","Home","0",402590,"La Liga"
"Goals","Away","5",402590,"La Liga"
"Posession","Home","56%",402586,"La Liga"
"Posession","Away","44%",402586,"La Liga"
"Shots","Home","7",402586,"La Liga"
"Shots","Away","10",402586,"La Liga"
"Goals","Home","0",402586,"La Liga"
"Goals","Away","1",402586,"La Liga"
"Posession","Home","39%",402556,"La Liga"
"Posession","Away","61%",402556,"La Liga"
"Shots","Home","11",402556,"La Liga"
"Shots","Away","21",402556,"La Liga"
"Goals","Home","0",402556,"La Liga"
"Goals","Away","5",402556,"La Liga"
"Posession","Home","70%",402545,"La Liga"
"Posession","Away","30%",402545,"La Liga"
"Shots","Home","13",402545,"La Liga"
"Shots","Away","4",402545,"La Liga"
"Goals","Home","3",402545,"La Liga"
"Goals","Away","0",402545,"La Liga"
"Posession","Home","60%",402526,"La Liga"
"Posession","Away","40%",402526,"La Liga"
"Shots","Home","15",402526,"La Liga"
"Shots","Away","17",402526,"La Liga"
"Goals","Home","1",402526,"La Liga"
"Goals","Away","1",402526,"La Liga"
"Posession","Home","57%",402505,"La Liga"
"Posession","Away","43%",402505,"La Liga"
"Shots","Home","10",402505,"La Liga"
"Shots","Away","16",402505,"La Liga"
"Goals","Home","2",402505,"La Liga"
"Goals","Away","1",402505,"La Liga"
"Posession","Home","42%",402476,"La Liga"
"Posession","Away","58%",402476,"La Liga"
"Shots","Home","11",402476,"La Liga"
"Shots","Away","3",402476,"La Liga"
"Goals","Home","1",402476,"La Liga"
"Goals","Away","1",402476,"La Liga"
"Posession","Home","64%",402465,"La Liga"
"Posession","Away","36%",402465,"La Liga"
"Shots","Home","13",402465,"La Liga"
"Shots","Away","10",402465,"La Liga"
"Goals","Home","3",402465,"La Liga"
"Goals","Away","1",402465,"La Liga"
"Posession","Home","46%",402452,"La Liga"
"Posession","Away","54%",402452,"La Liga"
"Shots","Home","9",402452,"La Liga"
"Shots","Away","13",402452,"La Liga"
"Goals","Home","0",402452,"La Liga"
"Goals","Away","0",402452,"La Liga"
"Posession","Home","56%",402434,"La Liga"
"Posession","Away","44%",402434,"La Liga"
"Shots","Home","15",402434,"La Liga"
"Shots","Away","11",402434,"La Liga"
"Goals","Home","1",402434,"La Liga"
"Goals","Away","0",402434,"La Liga"
"Posession","Home","52%",402419,"La Liga"
"Posession","Away","48%",402419,"La Liga"
"Shots","Home","10",402419,"La Liga"
"Shots","Away","14",402419,"La Liga"
"Goals","Home","0",402419,"La Liga"
"Goals","Away","2",402419,"La Liga"
"Posession","Home","41%",402414,"La Liga"
"Posession","Away","59%",402414,"La Liga"
"Shots","Home","11",402414,"La Liga"
"Shots","Away","4",402414,"La Liga"
"Goals","Home","4",402414,"La Liga"
"Goals","Away","1",402414,"La Liga"
"Posession","Home","76%",402406,"La Liga"
"Posession","Away","24%",402406,"La Liga"
"Shots","Home","18",402406,"La Liga"
"Shots","Away","5",402406,"La Liga"
"Goals","Home","5",402406,"La Liga"
"Goals","Away","0",402406,"La Liga"
"Posession","Home","56%",402371,"La Liga"
"Posession","Away","44%",402371,"La Liga"
"Shots","Home","12",402371,"La Liga"
"Shots","Away","14",402371,"La Liga"
"Goals","Home","2",402371,"La Liga"
"Goals","Away","1",402371,"La Liga"
"Posession","Home","67%",402366,"La Liga"
"Posession","Away","33%",402366,"La Liga"
"Shots","Home","22",402366,"La Liga"
"Shots","Away","7",402366,"La Liga"
"Goals","Home","2",402366,"La Liga"
"Goals","Away","0",402366,"La Liga"
"Posession","Home","36%",402350,"La Liga"
"Posession","Away","64%",402350,"La Liga"
"Shots","Home","9",402350,"La Liga"
"Shots","Away","17",402350,"La Liga"
"Goals","Home","0",402350,"La Liga"
"Goals","Away","1",402350,"La Liga"
"Posession","Home","59%",402337,"La Liga"
"Posession","Away","41%",402337,"La Liga"
"Shots","Home","19",402337,"La Liga"
"Shots","Away","12",402337,"La Liga"
"Goals","Home","1",402337,"La Liga"
"Goals","Away","2",402337,"La Liga"
"Posession","Home","54%",402326,"La Liga"
"Posession","Away","46%",402326,"La Liga"
"Shots","Home","13",402326,"La Liga"
"Shots","Away","11",402326,"La Liga"
"Goals","Home","3",402326,"La Liga"
"Goals","Away","0",402326,"La Liga"
"Posession","Home","51%",402313,"La Liga"
"Posession","Away","49%",402313,"La Liga"
"Shots","Home","14",402313,"La Liga"
"Shots","Away","12",402313,"La Liga"
"Goals","Home","2",402313,"La Liga"
"Goals","Away","2",402313,"La Liga"
"Posession","Home","56%",402285,"La Liga"
"Posession","Away","44%",402285,"La Liga"
"Shots","Home","9",402285,"La Liga"
"Shots","Away","14",402285,"La Liga"
"Goals","Home","3",402285,"La Liga"
"Goals","Away","0",402285,"La Liga"
"Posession","Home","37%",402269,"La Liga"
"Posession","Away","63%",402269,"La Liga"
"Shots","Home","8",402269,"La Liga"
"Shots","Away","15",402269,"La Liga"
"Goals","Home","2",402269,"La Liga"
"Goals","Away","2",402269,"La Liga"
"Posession","Home","53%",402264,"La Liga"
"Posession","Away","47%",402264,"La Liga"
"Shots","Home","10",402264,"La Liga"
"Shots","Away","5",402264,"La Liga"
"Goals","Home","2",402264,"La Liga"
"Goals","Away","0",402264,"La Liga"
"Posession","Home","29%",433969,"La Liga"
"Posession","Away","71%",433969,"La Liga"
"Shots","Home","11",433969,"La Liga"
"Shots","Away","15",433969,"La Liga"
"Goals","Home","1",433969,"La Liga"
"Goals","Away","2",433969,"La Liga"
"Posession","Home","66%",433958,"La Liga"
"Posession","Away","34%",433958,"La Liga"
"Shots","Home","16",433958,"La Liga"
"Shots","Away","3",433958,"La Liga"
"Goals","Home","0",433958,"La Liga"
"Goals","Away","0",433958,"La Liga"
"Posession","Home","54%",433956,"La Liga"
"Posession","Away","46%",433956,"La Liga"
"Shots","Home","14",433956,"La Liga"
"Shots","Away","8",433956,"La Liga"
"Goals","Home","1",433956,"La Liga"
"Goals","Away","1",433956,"La Liga"
"Posession","Home","70%",433937,"La Liga"
"Posession","Away","30%",433937,"La Liga"
"Shots","Home","21",433937,"La Liga"
"Shots","Away","11",433937,"La Liga"
"Goals","Home","4",433937,"La Liga"
"Goals","Away","1",433937,"La Liga"
"Posession","Home","48%",433916,"La Liga"
