"Var","variable","value","id","League"
"Goals","Away","1",402493,"La Liga"
"Posession","Home","27%",402461,"La Liga"
"Posession","Away","73%",402461,"La Liga"
"Shots","Home","6",402461,"La Liga"
"Shots","Away","17",402461,"La Liga"
"Goals","Home","1",402461,"La Liga"
"Goals","Away","0",402461,"La Liga"
"Posession","Home","68%",402450,"La Liga"
"Posession","Away","32%",402450,"La Liga"
"Shots","Home","17",402450,"La Liga"
"Shots","Away","5",402450,"La Liga"
"Goals","Home","3",402450,"La Liga"
"Goals","Away","1",402450,"La Liga"
"Posession","Home","69%",402428,"La Liga"
"Posession","Away","31%",402428,"La Liga"
"Shots","Home","19",402428,"La Liga"
"Shots","Away","9",402428,"La Liga"
"Goals","Home","3",402428,"La Liga"
"Goals","Away","2",402428,"La Liga"
"Posession","Home","27%",402410,"La Liga"
"Posession","Away","73%",402410,"La Liga"
"Shots","Home","15",402410,"La Liga"
"Shots","Away","19",402410,"La Liga"
"Goals","Home","2",402410,"La Liga"
"Goals","Away","5",402410,"La Liga"
"Posession","Home","30%",402361,"La Liga"
"Posession","Away","70%",402361,"La Liga"
"Shots","Home","13",402361,"La Liga"
"Shots","Away","12",402361,"La Liga"
"Goals","Home","0",402361,"La Liga"
"Goals","Away","2",402361,"La Liga"
"Posession","Home","52%",402356,"La Liga"
"Posession","Away","48%",402356,"La Liga"
"Shots","Home","17",402356,"La Liga"
"Shots","Away","13",402356,"La Liga"
"Goals","Home","2",402356,"La Liga"
"Goals","Away","1",402356,"La Liga"
"Posession","Home","38%",402341,"La Liga"
"Posession","Away","62%",402341,"La Liga"
"Shots","Home","7",402341,"La Liga"
"Shots","Away","12",402341,"La Liga"
"Goals","Home","0",402341,"La Liga"
"Goals","Away","1",402341,"La Liga"
"Posession","Home","28%",402300,"La Liga"
"Posession","Away","72%",402300,"La Liga"
"Shots","Home","7",402300,"La Liga"
"Shots","Away","12",402300,"La Liga"
"Goals","Home","0",402300,"La Liga"
"Goals","Away","2",402300,"La Liga"
"Posession","Home","65%",402276,"La Liga"
"Posession","Away","35%",402276,"La Liga"
"Shots","Home","15",402276,"La Liga"
"Shots","Away","5",402276,"La Liga"
"Goals","Home","2",402276,"La Liga"
"Goals","Away","0",402276,"La Liga"
"Posession","Home","23%",402260,"La Liga"
"Posession","Away","77%",402260,"La Liga"
"Shots","Home","10",402260,"La Liga"
"Shots","Away","14",402260,"La Liga"
"Goals","Home","0",402260,"La Liga"
"Goals","Away","1",402260,"La Liga"
"Posession","Home","33%",433971,"La Liga"
"Posession","Away","67%",433971,"La Liga"
"Shots","Home","8",433971,"La Liga"
"Shots","Away","10",433971,"La Liga"
"Goals","Home","0",433971,"La Liga"
"Goals","Away","1",433971,"La Liga"
"Posession","Home","31%",433953,"La Liga"
"Posession","Away","69%",433953,"La Liga"
"Shots","Home","11",433953,"La Liga"
"Shots","Away","13",433953,"La Liga"
"Goals","Home","1",433953,"La Liga"
"Goals","Away","2",433953,"La Liga"
"Posession","Home","44%",433931,"La Liga"
"Posession","Away","56%",433931,"La Liga"
"Shots","Home","18",433931,"La Liga"
"Shots","Away","18",433931,"La Liga"
"Goals","Home","4",433931,"La Liga"
"Goals","Away","1",433931,"La Liga"
"Posession","Home","67%",433925,"La Liga"
"Posession","Away","33%",433925,"La Liga"
"Shots","Home","18",433925,"La Liga"
"Shots","Away","10",433925,"La Liga"
"Goals","Home","2",433925,"La Liga"
"Goals","Away","1",433925,"La Liga"
"Posession","Home","69%",433888,"La Liga"
"Posession","Away","31%",433888,"La Liga"
"Shots","Home","14",433888,"La Liga"
"Shots","Away","7",433888,"La Liga"
"Goals","Home","3",433888,"La Liga"
"Goals","Away","1",433888,"La Liga"
"Posession","Home","64%",433876,"La Liga"
"Posession","Away","36%",433876,"La Liga"
"Shots","Home","20",433876,"La Liga"
"Shots","Away","5",433876,"La Liga"
"Goals","Home","3",433876,"La Liga"
"Goals","Away","0",433876,"La Liga"
"Posession","Home","41%",433859,"La Liga"
"Posession","Away","59%",433859,"La Liga"
"Shots","Home","13",433859,"La Liga"
"Shots","Away","18",433859,"La Liga"
"Goals","Home","0",433859,"La Liga"
"Goals","Away","4",433859,"La Liga"
"Posession","Home","56%",433853,"La Liga"
"Posession","Away","44%",433853,"La Liga"
"Shots","Home","11",433853,"La Liga"
"Shots","Away","10",433853,"La Liga"
"Goals","Home","4",433853,"La Liga"
"Goals","Away","0",433853,"La Liga"
"Posession","Home","62%",433814,"La Liga"
"Posession","Away","38%",433814,"La Liga"
"Shots","Home","16",433814,"La Liga"
"Shots","Away","11",433814,"La Liga"
"Goals","Home","4",433814,"La Liga"
"Goals","Away","0",433814,"La Liga"
"Posession","Home","28%",433798,"La Liga"
"Posession","Away","72%",433798,"La Liga"
"Shots","Home","4",433798,"La Liga"
"Shots","Away","10",433798,"La Liga"
"Goals","Home","0",433798,"La Liga"
"Goals","Away","0",433798,"La Liga"
"Posession","Home","76%",433778,"La Liga"
"Posession","Away","24%",433778,"La Liga"
"Shots","Home","20",433778,"La Liga"
"Shots","Away","9",433778,"La Liga"
"Goals","Home","6",433778,"La Liga"
"Goals","Away","0",433778,"La Liga"
"Posession","Home","71%",433759,"La Liga"
"Posession","Away","29%",433759,"La Liga"
"Shots","Home","10",433759,"La Liga"
"Shots","Away","7",433759,"La Liga"
"Goals","Home","2",433759,"La Liga"
"Goals","Away","1",433759,"La Liga"
"Posession","Home","63%",433740,"La Liga"
"Posession","Away","37%",433740,"La Liga"
"Shots","Home","20",433740,"La Liga"
"Shots","Away","10",433740,"La Liga"
"Goals","Home","6",433740,"La Liga"
"Goals","Away","1",433740,"La Liga"
"Posession","Home","22%",433737,"La Liga"
"Posession","Away","78%",433737,"La Liga"
"Shots","Home","6",433737,"La Liga"
"Shots","Away","17",433737,"La Liga"
"Goals","Home","1",433737,"La Liga"
"Goals","Away","3",433737,"La Liga"
"Posession","Home","47%",433727,"La Liga"
"Posession","Away","53%",433727,"La Liga"
"Shots","Home","16",433727,"La Liga"
"Shots","Away","12",433727,"La Liga"
"Goals","Home","1",433727,"La Liga"
"Goals","Away","2",433727,"La Liga"
"Posession","Home","31%",433699,"La Liga"
"Posession","Away","69%",433699,"La Liga"
"Shots","Home","7",433699,"La Liga"
"Shots","Away","10",433699,"La Liga"
"Goals","Home","0",433699,"La Liga"
"Goals","Away","4",433699,"La Liga"
"Posession","Home","32%",433679,"La Liga"
"Posession","Away","68%",433679,"La Liga"
"Shots","Home","14",433679,"La Liga"
"Shots","Away","15",433679,"La Liga"
"Goals","Home","2",433679,"La Liga"
"Goals","Away","2",433679,"La Liga"
"Posession","Home","68%",433672,"La Liga"
"Posession","Away","32%",433672,"La Liga"
"Shots","Home","14",433672,"La Liga"
"Shots","Away","15",433672,"La Liga"
"Goals","Home","1",433672,"La Liga"
"Goals","Away","2",433672,"La Liga"
"Posession","Home","26%",433658,"La Liga"
"Posession","Away","74%",433658,"La Liga"
"Shots","Home","5",433658,"La Liga"
"Shots","Away","13",433658,"La Liga"
"Goals","Home","1",433658,"La Liga"
"Goals","Away","0",433658,"La Liga"
"Posession","Home","72%",433635,"La Liga"
"Posession","Away","28%",433635,"La Liga"
"Shots","Home","24",433635,"La Liga"
"Shots","Away","5",433635,"La Liga"
"Goals","Home","6",433635,"La Liga"
"Goals","Away","0",433635,"La Liga"
"Posession","Home","26%",433617,"La Liga"
"Posession","Away","74%",433617,"La Liga"
"Shots","Home","2",433617,"La Liga"
"Shots","Away","11",433617,"La Liga"
"Goals","Home","0",433617,"La Liga"
"Goals","Away","2",433617,"La Liga"
"Posession","Home","67%",433610,"La Liga"
"Posession","Away","33%",433610,"La Liga"
"Shots","Home","13",433610,"La Liga"
"Shots","Away","4",433610,"La Liga"
"Goals","Home","5",433610,"La Liga"
"Goals","Away","0",433610,"La Liga"
"Posession","Home","73%",459080,"La Liga"
"Posession","Away","27%",459080,"La Liga"
"Shots","Home","30",459080,"La Liga"
"Shots","Away","6",459080,"La Liga"
"Goals","Home","6",459080,"La Liga"
"Goals","Away","2",459080,"La Liga"
"Posession","Home","37%",459064,"La Liga"
"Posession","Away","63%",459064,"La Liga"
"Shots","Home","9",459064,"La Liga"
"Shots","Away","12",459064,"La Liga"
"Goals","Home","0",459064,"La Liga"
"Goals","Away","1",459064,"La Liga"
"Posession","Home","75%",459053,"La Liga"
"Posession","Away","25%",459053,"La Liga"
"Shots","Home","16",459053,"La Liga"
"Shots","Away","5",459053,"La Liga"
"Goals","Home","1",459053,"La Liga"
"Goals","Away","2",459053,"La Liga"
"Posession","Home","37%",459043,"La Liga"
"Posession","Away","63%",459043,"La Liga"
"Shots","Home","15",459043,"La Liga"
"Shots","Away","10",459043,"La Liga"
"Goals","Home","1",459043,"La Liga"
"Goals","Away","5",459043,"La Liga"
"Posession","Home","70%",459035,"La Liga"
"Posession","Away","30%",459035,"La Liga"
"Shots","Home","19",459035,"La Liga"
"Shots","Away","9",459035,"La Liga"
"Goals","Home","1",459035,"La Liga"
"Goals","Away","1",459035,"La Liga"
"Posession","Home","39%",459023,"La Liga"
"Posession","Away","61%",459023,"La Liga"
"Shots","Home","10",459023,"La Liga"
"Shots","Away","13",459023,"La Liga"
"Goals","Home","0",459023,"La Liga"
"Goals","Away","5",459023,"La Liga"
"Posession","Home","35%",459016,"La Liga"
"Posession","Away","65%",459016,"La Liga"
"Shots","Home","14",459016,"La Liga"
"Shots","Away","13",459016,"La Liga"
"Goals","Home","4",459016,"La Liga"
"Goals","Away","3",459016,"La Liga"
"Posession","Home","52%",458956,"La Liga"
"Posession","Away","48%",458956,"La Liga"
"Shots","Home","18",458956,"La Liga"
"Shots","Away","10",458956,"La Liga"
"Goals","Home","1",458956,"La Liga"
"Goals","Away","1",458956,"La Liga"
"Posession","Home","55%",458949,"La Liga"
"Posession","Away","45%",458949,"La Liga"
"Shots","Home","11",458949,"La Liga"
"Shots","Away","14",458949,"La Liga"
"Goals","Home","1",458949,"La Liga"
"Goals","Away","1",458949,"La Liga"
"Posession","Home","19%",458936,"La Liga"
"Posession","Away","81%",458936,"La Liga"
"Shots","Home","4",458936,"La Liga"
"Shots","Away","17",458936,"La Liga"
"Goals","Home","0",458936,"La Liga"
"Goals","Away","3",458936,"La Liga"
"Posession","Home","67%",458925,"La Liga"
"Posession","Away","33%",458925,"La Liga"
"Shots","Home","14",458925,"La Liga"
"Shots","Away","4",458925,"La Liga"
"Goals","Home","4",458925,"La Liga"
"Goals","Away","1",458925,"La Liga"
"Posession","Home","48%",324019,"La Liga"
"Posession","Away","52%",324019,"La Liga"
"Shots","Home","17",324019,"La Liga"
"Shots","Away","6",324019,"La Liga"
"Goals","Home","1",324019,"La Liga"
"Goals","Away","2",324019,"La Liga"
"Posession","Home","50%",324011,"La Liga"
"Posession","Away","50%",324011,"La Liga"
"Shots","Home","21",324011,"La Liga"
"Shots","Away","10",324011,"La Liga"
"Goals","Home","2",324011,"La Liga"
"Goals","Away","1",324011,"La Liga"
"Posession","Home","61%",323993,"La Liga"
"Posession","Away","39%",323993,"La Liga"
"Shots","Home","19",323993,"La Liga"
"Shots","Away","3",323993,"La Liga"
"Goals","Home","4",323993,"La Liga"
"Goals","Away","0",323993,"La Liga"
"Posession","Home","34%",323902,"La Liga"
"Posession","Away","66%",323902,"La Liga"
"Shots","Home","10",323902,"La Liga"
"Shots","Away","20",323902,"La Liga"
"Goals","Home","0",323902,"La Liga"
"Goals","Away","3",323902,"La Liga"
"Posession","Home","43%",323877,"La Liga"
"Posession","Away","57%",323877,"La Liga"
"Shots","Home","12",323877,"La Liga"
"Shots","Away","22",323877,"La Liga"
"Goals","Home","1",323877,"La Liga"
"Goals","Away","2",323877,"La Liga"
"Posession","Home","57%",323875,"La Liga"
"Posession","Away","43%",323875,"La Liga"
"Shots","Home","19",323875,"La Liga"
"Shots","Away","11",323875,"La Liga"
"Goals","Home","2",323875,"La Liga"
"Goals","Away","0",323875,"La Liga"
"Posession","Home","64%",324028,"La Liga"
"Posession","Away","36%",324028,"La Liga"
"Shots","Home","14",324028,"La Liga"
"Shots","Away","8",324028,"La Liga"
"Goals","Home","3",324028,"La Liga"
"Goals","Away","0",324028,"La Liga"
"Posession","Home","47%",323833,"La Liga"
"Posession","Away","53%",323833,"La Liga"
"Shots","Home","11",323833,"La Liga"
"Shots","Away","13",323833,"La Liga"
"Goals","Home","1",323833,"La Liga"
"Goals","Away","1",323833,"La Liga"
"Posession","Home","49%",323814,"La Liga"
"Posession","Away","51%",323814,"La Liga"
"Shots","Home","10",323814,"La Liga"
"Shots","Away","16",323814,"La Liga"
"Goals","Home","1",323814,"La Liga"
"Goals","Away","1",323814,"La Liga"
"Posession","Home","64%",323766,"La Liga"
"Posession","Away","36%",323766,"La Liga"
"Shots","Home","12",323766,"La Liga"
"Shots","Away","11",323766,"La Liga"
"Goals","Home","1",323766,"La Liga"
"Goals","Away","1",323766,"La Liga"
"Posession","Home","75%",323731,"La Liga"
"Posession","Away","25%",323731,"La Liga"
"Shots","Home","24",323731,"La Liga"
"Shots","Away","3",323731,"La Liga"
"Goals","Home","3",323731,"La Liga"
"Goals","Away","1",323731,"La Liga"
"Posession","Home","66%",323713,"La Liga"
"Posession","Away","34%",323713,"La Liga"
"Shots","Home","18",323713,"La Liga"
"Shots","Away","11",323713,"La Liga"
"Goals","Home","0",323713,"La Liga"
"Goals","Away","3",323713,"La Liga"
"Posession","Home","55%",323858,"La Liga"
"Posession","Away","45%",323858,"La Liga"
"Shots","Home","22",323858,"La Liga"
"Shots","Away","10",323858,"La Liga"
"Goals","Home","2",323858,"La Liga"
"Goals","Away","3",323858,"La Liga"
"Posession","Home","35%",323703,"La Liga"
"Posession","Away","65%",323703,"La Liga"
"Shots","Home","12",323703,"La Liga"
"Shots","Away","15",323703,"La Liga"
"Goals","Home","2",323703,"La Liga"
"Goals","Away","1",323703,"La Liga"
"Posession","Home","33%",433970,"La Liga"
"Posession","Away","67%",433970,"La Liga"
"Shots","Home","6",433970,"La Liga"
"Shots","Away","27",433970,"La Liga"
"Goals","Home","0",433970,"La Liga"
"Goals","Away","0",433970,"La Liga"
"Posession","Home","60%",433965,"La Liga"
"Posession","Away","40%",433965,"La Liga"
"Shots","Home","12",433965,"La Liga"
"Shots","Away","7",433965,"La Liga"
"Goals","Home","0",433965,"La Liga"
"Goals","Away","0",433965,"La Liga"
"Posession","Home","55%",433914,"La Liga"
"Posession","Away","45%",433914,"La Liga"
"Shots","Home","13",433914,"La Liga"
"Shots","Away","12",433914,"La Liga"
"Goals","Home","1",433914,"La Liga"
"Goals","Away","2",433914,"La Liga"
"Posession","Home","72%",433874,"La Liga"
"Posession","Away","28%",433874,"La Liga"
"Shots","Home","15",433874,"La Liga"
"Shots","Away","9",433874,"La Liga"
"Goals","Home","1",433874,"La Liga"
"Goals","Away","0",433874,"La Liga"
"Posession","Home","49%",433796,"La Liga"
"Posession","Away","51%",433796,"La Liga"
"Shots","Home","7",433796,"La Liga"
"Shots","Away","12",433796,"La Liga"
"Goals","Home","2",433796,"La Liga"
"Goals","Away","0",433796,"La Liga"
"Posession","Home","67%",433787,"La Liga"
"Posession","Away","33%",433787,"La Liga"
"Shots","Home","17",433787,"La Liga"
"Shots","Away","9",433787,"La Liga"
"Goals","Home","5",433787,"La Liga"
"Goals","Away","1",433787,"La Liga"
"Posession","Home","43%",433774,"La Liga"
"Posession","Away","57%",433774,"La Liga"
"Shots","Home","11",433774,"La Liga"
"Shots","Away","9",433774,"La Liga"
"Goals","Home","5",433774,"La Liga"
"Goals","Away","1",433774,"La Liga"
"Posession","Home","54%",433734,"La Liga"
"Posession","Away","46%",433734,"La Liga"
"Shots","Home","18",433734,"La Liga"
"Shots","Away","4",433734,"La Liga"
"Goals","Home","1",433734,"La Liga"
"Goals","Away","1",433734,"La Liga"
"Posession","Home","54%",433720,"La Liga"
"Posession","Away","46%",433720,"La Liga"
"Shots","Home","13",433720,"La Liga"
"Shots","Away","12",433720,"La Liga"
"Goals","Home","2",433720,"La Liga"
"Goals","Away","4",433720,"La Liga"
"Posession","Home","46%",433697,"La Liga"
"Posession","Away","54%",433697,"La Liga"
"Shots","Home","5",433697,"La Liga"
"Shots","Away","10",433697,"La Liga"
"Goals","Home","0",433697,"La Liga"
"Goals","Away","2",433697,"La Liga"
"Posession","Home","62%",433678,"La Liga"
"Posession","Away","38%",433678,"La Liga"
"Shots","Home","12",433678,"La Liga"
"Shots","Away","4",433678,"La Liga"
"Goals","Home","2",433678,"La Liga"
"Goals","Away","1",433678,"La Liga"
"Posession","Home","45%",433619,"La Liga"
"Posession","Away","55%",433619,"La Liga"
"Shots","Home","3",433619,"La Liga"
"Shots","Away","12",433619,"La Liga"
"Goals","Home","2",433619,"La Liga"
"Goals","Away","0",433619,"La Liga"
"Posession","Home","54%",459051,"La Liga"
"Posession","Away","46%",459051,"La Liga"
"Shots","Home","18",459051,"La Liga"
"Shots","Away","10",459051,"La Liga"
"Goals","Home","5",459051,"La Liga"
"Goals","Away","0",459051,"La Liga"
"Posession","Home","68%",459041,"La Liga"
"Posession","Away","32%",459041,"La Liga"
"Shots","Home","15",459041,"La Liga"
"Shots","Away","4",459041,"La Liga"
"Goals","Home","2",459041,"La Liga"
"Goals","Away","1",459041,"La Liga"
"Posession","Home","39%",458970,"La Liga"
"Posession","Away","61%",458970,"La Liga"
"Shots","Home","4",458970,"La Liga"
"Shots","Away","20",458970,"La Liga"
"Goals","Home","1",458970,"La Liga"
"Goals","Away","3",458970,"La Liga"
"Posession","Home","53%",458961,"La Liga"
"Posession","Away","47%",458961,"La Liga"
"Shots","Home","19",458961,"La Liga"
"Shots","Away","9",458961,"La Liga"
"Goals","Home","2",458961,"La Liga"
"Goals","Away","1",458961,"La Liga"
"Posession","Home","44%",458941,"La Liga"
"Posession","Away","56%",458941,"La Liga"
"Shots","Home","12",458941,"La Liga"
"Shots","Away","13",458941,"La Liga"
"Goals","Home","2",458941,"La Liga"
"Goals","Away","1",458941,"La Liga"
"Posession","Home","50%",458932,"La Liga"
"Posession","Away","50%",458932,"La Liga"
"Shots","Home","16",458932,"La Liga"
"Shots","Away","14",458932,"La Liga"
"Goals","Home","1",458932,"La Liga"
"Goals","Away","3",458932,"La Liga"
"Posession","Home","59%",324015,"La Liga"
"Posession","Away","41%",324015,"La Liga"
"Shots","Home","28",324015,"La Liga"
"Shots","Away","16",324015,"La Liga"
"Goals","Home","0",324015,"La Liga"
"Goals","Away","0",324015,"La Liga"
"Posession","Home","54%",323940,"La Liga"
"Posession","Away","46%",323940,"La Liga"
"Shots","Home","14",323940,"La Liga"
"Shots","Away","11",323940,"La Liga"
"Goals","Home","3",323940,"La Liga"
"Goals","Away","0",323940,"La Liga"
"Posession","Home","74%",323904,"La Liga"
"Posession","Away","26%",323904,"La Liga"
"Shots","Home","16",323904,"La Liga"
"Shots","Away","4",323904,"La Liga"
"Goals","Home","4",323904,"La Liga"
"Goals","Away","1",323904,"La Liga"
"Posession","Home","49%",323886,"La Liga"
"Posession","Away","51%",323886,"La Liga"
"Shots","Home","18",323886,"La Liga"
"Shots","Away","9",323886,"La Liga"
"Goals","Home","4",323886,"La Liga"
"Goals","Away","2",323886,"La Liga"
"Posession","Home","68%",323881,"La Liga"
"Posession","Away","32%",323881,"La Liga"
"Shots","Home","31",323881,"La Liga"
"Shots","Away","6",323881,"La Liga"
"Goals","Home","0",323881,"La Liga"
"Goals","Away","2",323881,"La Liga"
"Posession","Home","41%",323867,"La Liga"
"Posession","Away","59%",323867,"La Liga"
"Shots","Home","20",323867,"La Liga"
"Shots","Away","3",323867,"La Liga"
"Goals","Home","3",323867,"La Liga"
"Goals","Away","0",323867,"La Liga"
"Posession","Home","57%",324022,"La Liga"
"Posession","Away","43%",324022,"La Liga"
"Shots","Home","16",324022,"La Liga"
"Shots","Away","14",324022,"La Liga"
"Goals","Home","0",324022,"La Liga"
"Goals","Away","4",324022,"La Liga"
"Posession","Home","50%",323842,"La Liga"
"Posession","Away","50%",323842,"La Liga"
"Shots","Home","17",323842,"La Liga"
"Shots","Away","9",323842,"La Liga"
"Goals","Home","0",323842,"La Liga"
"Goals","Away","1",323842,"La Liga"
"Posession","Home","36%",323769,"La Liga"
"Posession","Away","64%",323769,"La Liga"
"Shots","Home","21",323769,"La Liga"
"Shots","Away","3",323769,"La Liga"
"Goals","Home","2",323769,"La Liga"
"Goals","Away","1",323769,"La Liga"
"Posession","Home","49%",323740,"La Liga"
"Posession","Away","51%",323740,"La Liga"
"Shots","Home","13",323740,"La Liga"
"Shots","Away","25",323740,"La Liga"
"Goals","Home","1",323740,"La Liga"
"Goals","Away","4",323740,"La Liga"
"Posession","Home","49%",323716,"La Liga"
"Posession","Away","51%",323716,"La Liga"
"Shots","Home","17",323716,"La Liga"
"Shots","Away","13",323716,"La Liga"
"Goals","Home","3",323716,"La Liga"
"Goals","Away","1",323716,"La Liga"
"Posession","Home","47%",323707,"La Liga"
"Posession","Away","53%",323707,"La Liga"
"Shots","Home","9",323707,"La Liga"
"Shots","Away","22",323707,"La Liga"
"Goals","Home","2",323707,"La Liga"
"Goals","Away","2",323707,"La Liga"
"Posession","Home","49%",323857,"La Liga"
"Posession","Away","51%",323857,"La Liga"
"Shots","Home","13",323857,"La Liga"
"Shots","Away","16",323857,"La Liga"
"Goals","Home","1",323857,"La Liga"
"Goals","Away","1",323857,"La Liga"
"Posession","Home","48%",323689,"La Liga"
"Posession","Away","52%",323689,"La Liga"
"Shots","Home","10",323689,"La Liga"
"Shots","Away","11",323689,"La Liga"
"Goals","Home","0",323689,"La Liga"
"Goals","Away","1",323689,"La Liga"
"Posession","Home","35%",348487,"La Liga"
"Posession","Away","65%",348487,"La Liga"
"Shots","Home","23",348487,"La Liga"
"Shots","Away","6",348487,"La Liga"
"Goals","Home","4",348487,"La Liga"
"Goals","Away","0",348487,"La Liga"
"Posession","Home","49%",348478,"La Liga"
"Posession","Away","51%",348478,"La Liga"
"Shots","Home","6",348478,"La Liga"
"Shots","Away","21",348478,"La Liga"
"Goals","Home","2",348478,"La Liga"
"Goals","Away","4",348478,"La Liga"
"Posession","Home","60%",348452,"La Liga"
"Posession","Away","40%",348452,"La Liga"
"Shots","Home","9",348452,"La Liga"
"Shots","Away","15",348452,"La Liga"
"Goals","Home","0",348452,"La Liga"
"Goals","Away","1",348452,"La Liga"
"Posession","Home","61%",348434,"La Liga"
"Posession","Away","39%",348434,"La Liga"
"Shots","Home","15",348434,"La Liga"
"Shots","Away","12",348434,"La Liga"
"Goals","Home","0",348434,"La Liga"
"Goals","Away","1",348434,"La Liga"
"Posession","Home","55%",348429,"La Liga"
"Posession","Away","45%",348429,"La Liga"
"Shots","Home","19",348429,"La Liga"
"Shots","Away","8",348429,"La Liga"
"Goals","Home","3",348429,"La Liga"
"Goals","Away","1",348429,"La Liga"
"Posession","Home","67%",348380,"La Liga"
"Posession","Away","33%",348380,"La Liga"
"Shots","Home","13",348380,"La Liga"
"Shots","Away","4",348380,"La Liga"
"Goals","Home","2",348380,"La Liga"
"Goals","Away","0",348380,"La Liga"
"Posession","Home","55%",348352,"La Liga"
"Posession","Away","45%",348352,"La Liga"
"Shots","Home","12",348352,"La Liga"
"Shots","Away","5",348352,"La Liga"
"Goals","Home","1",348352,"La Liga"
"Goals","Away","0",348352,"La Liga"
"Posession","Home","60%",348316,"La Liga"
"Posession","Away","40%",348316,"La Liga"
"Shots","Home","22",348316,"La Liga"
"Shots","Away","17",348316,"La Liga"
"Goals","Home","3",348316,"La Liga"
"Goals","Away","0",348316,"La Liga"
"Posession","Home","45%",348313,"La Liga"
"Posession","Away","55%",348313,"La Liga"
"Shots","Home","14",348313,"La Liga"
"Shots","Away","6",348313,"La Liga"
"Goals","Home","1",348313,"La Liga"
"Goals","Away","0",348313,"La Liga"
"Posession","Home","50%",348280,"La Liga"
"Posession","Away","50%",348280,"La Liga"
"Shots","Home","10",348280,"La Liga"
"Shots","Away","12",348280,"La Liga"
"Goals","Home","1",348280,"La Liga"
"Goals","Away","0",348280,"La Liga"
"Posession","Home","54%",348268,"La Liga"
"Posession","Away","46%",348268,"La Liga"
"Shots","Home","21",348268,"La Liga"
"Shots","Away","10",348268,"La Liga"
"Goals","Home","0",348268,"La Liga"
"Goals","Away","1",348268,"La Liga"
"Posession","Home","59%",348254,"La Liga"
"Posession","Away","41%",348254,"La Liga"
"Shots","Home","19",348254,"La Liga"
"Shots","Away","13",348254,"La Liga"
"Goals","Home","0",348254,"La Liga"
"Goals","Away","2",348254,"La Liga"
"Posession","Home","54%",348215,"La Liga"
"Posession","Away","46%",348215,"La Liga"
"Shots","Home","11",348215,"La Liga"
"Shots","Away","6",348215,"La Liga"
"Goals","Home","1",348215,"La Liga"
"Goals","Away","2",348215,"La Liga"
"Posession","Home","52%",348182,"La Liga"
"Posession","Away","48%",348182,"La Liga"
"Shots","Home","13",348182,"La Liga"
"Shots","Away","10",348182,"La Liga"
"Goals","Home","1",348182,"La Liga"
"Goals","Away","3",348182,"La Liga"
"Posession","Home","60%",373188,"La Liga"
"Posession","Away","40%",373188,"La Liga"
"Shots","Home","10",373188,"La Liga"
"Shots","Away","16",373188,"La Liga"
"Goals","Home","1",373188,"La Liga"
"Goals","Away","2",373188,"La Liga"
"Posession","Home","69%",373160,"La Liga"
"Posession","Away","31%",373160,"La Liga"
"Shots","Home","13",373160,"La Liga"
"Shots","Away","7",373160,"La Liga"
"Goals","Home","2",373160,"La Liga"
"Goals","Away","1",373160,"La Liga"
"Posession","Home","63%",373148,"La Liga"
"Posession","Away","37%",373148,"La Liga"
"Shots","Home","20",373148,"La Liga"
"Shots","Away","13",373148,"La Liga"
"Goals","Home","0",373148,"La Liga"
"Goals","Away","1",373148,"La Liga"
"Posession","Home","48%",373138,"La Liga"
"Posession","Away","52%",373138,"La Liga"
"Shots","Home","23",373138,"La Liga"
"Shots","Away","4",373138,"La Liga"
"Goals","Home","2",373138,"La Liga"
"Goals","Away","1",373138,"La Liga"
"Posession","Home","47%",373127,"La Liga"
"Posession","Away","53%",373127,"La Liga"
"Shots","Home","9",373127,"La Liga"
"Shots","Away","6",373127,"La Liga"
"Goals","Home","1",373127,"La Liga"
"Goals","Away","0",373127,"La Liga"
"Posession","Home","45%",373123,"La Liga"
"Posession","Away","55%",373123,"La Liga"
"Shots","Home","16",373123,"La Liga"
"Shots","Away","9",373123,"La Liga"
"Goals","Home","5",373123,"La Liga"
"Goals","Away","0",373123,"La Liga"
"Posession","Home","55%",373097,"La Liga"
"Posession","Away","45%",373097,"La Liga"
"Shots","Home","15",373097,"La Liga"
"Shots","Away","2",373097,"La Liga"
"Goals","Home","2",373097,"La Liga"
"Goals","Away","0",373097,"La Liga"
"Posession","Home","66%",373088,"La Liga"
"Posession","Away","34%",373088,"La Liga"
"Shots","Home","16",373088,"La Liga"
"Shots","Away","7",373088,"La Liga"
"Goals","Home","1",373088,"La Liga"
"Goals","Away","1",373088,"La Liga"
"Posession","Home","50%",373003,"La Liga"
"Posession","Away","50%",373003,"La Liga"
"Shots","Home","12",373003,"La Liga"
"Shots","Away","10",373003,"La Liga"
"Goals","Home","4",373003,"La Liga"
"Goals","Away","0",373003,"La Liga"
"Posession","Home","42%",372968,"La Liga"
"Posession","Away","58%",372968,"La Liga"
"Shots","Home","10",372968,"La Liga"
"Shots","Away","13",372968,"La Liga"
"Goals","Home","3",372968,"La Liga"
"Goals","Away","0",372968,"La Liga"
"Posession","Home","36%",372963,"La Liga"
"Posession","Away","64%",372963,"La Liga"
"Shots","Home","11",372963,"La Liga"
"Shots","Away","15",372963,"La Liga"
"Goals","Home","2",372963,"La Liga"
"Goals","Away","2",372963,"La Liga"
"Posession","Home","58%",372948,"La Liga"
"Posession","Away","42%",372948,"La Liga"
